conceptId,term,category
60951000119105,Blindness due to type 2 diabetes mellitus,type 2
609563008,Pre-existing diabetes mellitus in pregnancy (disorder),unspecified
609564002,Pre-existing type 1 diabetes mellitus in pregnancy,type 1
609566000,Pregnancy and type 1 diabetes mellitus,type 1
609567009,Pre-existing type 2 diabetes mellitus in pregnancy,type 2
609568004,Diabetes mellitus due to genetic defect in beta cell function,unspecified
609569007,Diabetes mellitus due to genetic defect in insulin action,unspecified
60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,type 1
60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus,type 1
60991000119100,Blindness due to type 1 diabetes mellitus (disorder),type 1
6143009,Diabetic patient education,unspecified
619991000000106,Other specified diabetes mellitus with neurological complications,unspecified
620661000000106,Diabetic retinopathy NOS (disorder),unspecified
621631000000105,Unspecified diabetes mellitus with multiple complications,unspecified
62260007,Pretibial pigmental patches in diabetes,unspecified
624691000000109,Diabetes mellitus NOS with neurological manifestation (disorder),unspecified
630481000000101,Diabetes mellitus NOS with no mention of complication,unspecified
630491000000104,Other specified diabetes mellitus with ketoacidosis,unspecified
630521000000101,Other specified diabetes mellitus with coma (disorder),unspecified
63510008,Nodular type diabetic glomerulosclerosis,unspecified
658001000000101,Other specified diabetes mellitus with multiple complications,unspecified
658011000000104,Diabetes mellitus with other specified manifestation,unspecified
658021000000105,Diabetes mellitus, juvenile type, with other specified manifestation,type 1
658031000000107,Diabetes mellitus, adult onset, with other specified manifestation,type 2
658051000000100,Other specified diabetes mellitus with other specified complications,unspecified
658061000000102,Diabetes mellitus NOS with other specified manifestation (disorder),unspecified
658071000000109,Diabetes mellitus with unspecified complication (disorder),unspecified
658081000000106,Diabetes mellitus, juvenile type, with unspecified complication (disorder),type 1
658091000000108,Diabetes mellitus, adult onset, with unspecified complication,type 2
658101000000100,Other specified diabetes mellitus with unspecified complications (disorder),unspecified
658111000000103,Diabetes mellitus NOS with unspecified complication,unspecified
659291000000108,Diabetes with other complications (disorder),unspecified
662471000000105,Diabetic monitoring NOS (regime/therapy),unspecified
665001000000101,Insulins or antidiabetic poisoning NOS,unspecified
670331000000109,Adverse reaction to insulins and antidiabetic agents NOS (disorder),unspecified
691000119103,Erectile dysfunction associated with type I diabetes mellitus,type 1
698360004,Diabetes self management plan,unspecified
698610002,Education about self management of diabetes (procedure),unspecified
698961000000108,Diabetes mellitus - unspecified whether during pregnancy or the puerperium (disorder),unspecified
698971000000101,Diabetes mellitus during pregnancy, childbirth or the puerperium NOS (disorder),unspecified
700414001,Education about diabetes and driving,unspecified
700924001,Therapeutic diabetic sock,unspecified
701000119103,Mixed hyperlipidaemia associated with type II diabetes mellitus,type 2
702706001,Diabetes clinic (environment),unspecified
702848001,Diabetes foot care clinic (environment),unspecified
702849009,Diabetes in pregnancy clinic (environment),unspecified
702850009,Diabetic retinopathy clinic (environment),unspecified
703040004,Agreeing on diabetes care plan (procedure),unspecified
703136005,Diabetes mellitus in remission (disorder),unspecified
703137001,Type I diabetes mellitus in remission (disorder),type 1
703138006,Type II diabetes mellitus in remission (disorder),type 2
704471000000107,Diabetes care by hospital only,unspecified
705072004,Diabetes monitoring invitation by short message service text messaging,unspecified
706891008,Neuropathy due to brittle type I diabetes mellitus,type 1
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder),type 1
707221002,Diabetic glomerulosclerosis,unspecified
707351000000101,Discharged from diabetes shared care programme,unspecified
707683005,Adjusted for diabetes technique (qualifier value),unspecified
709147009,Gingivitis co-occurrent with diabetes mellitus,unspecified
711000119100,Diabetic stage 5 chronic renal impairment associated with type 2 diabetes mellitus,type 2
711027007,Diabetic ulcer care,unspecified
712882000,Diabetic autonomic neuropathy due to type 1 diabetes mellitus,type 1
712883005,Diabetic autonomic neuropathy due to type 2 diabetes mellitus,type 2
713101001,Education about diabetic ulcer care,unspecified
713130008,Assessment of diabetic foot ulcer,unspecified
713457002,Neovascular glaucoma due to diabetes mellitus (disorder),unspecified
713671000000109,Diabetes monitoring administration (record artifact),unspecified
713681000000106,Diabetes monitoring administration NOS (record artifact),unspecified
713691000000108,Diabetes clinic administration (record artifact),unspecified
713702000,Gastroparesis due to type 1 diabetes mellitus,type 1
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),type 2
713704004,Gastroparesis due to diabetes mellitus (disorder),unspecified
713705003,Polyneuropathy due to type 1 diabetes mellitus,type 1
713706002,Polyneuropathy due to type 2 diabetes mellitus,type 2
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),type 2
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus,type 2
714664001,At risk of diabetic foot ulcer (finding),unspecified
715159005,Referral to diabetes service (procedure),unspecified
715759002,Provision of written information about diabetes and hypertension (procedure),unspecified
715879000,Provision of written information about diabetes and high cholesterol (procedure),unspecified
715894001,Provision of written information about diabetes mellitus (procedure),unspecified
716020005,Diabetic embryopathy (disorder),unspecified
716031000000106,Excepted from diabetes quality indicators - informed dissent,unspecified
716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),unspecified
716911000000104,Exception reporting - diabetes quality indicators,unspecified
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,type 1
71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus,type 1
717421000000100,Excepted from diabetes quality indicators - patient unsuitable,unspecified
71771000119100,Type 1 diabetes mellitus with neuropathic arthropathy,type 1
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus,type 1
719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder),type 2
719566006,Diabetic on non-insulin injectable medication (finding),unspecified
719570003,Provision of diabetes identity card (procedure),unspecified
719943000,Provision of written information about diabetes and high hemoglobin A1c level (procedure),unspecified
720029003,Diabetic retinopathy phototherapy mask (physical object),unspecified
72021000119109,Diabetic dermopathy due to type 1 diabetes mellitus,type 1
72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder),type 1
72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder),type 1
720504004,Not suitable for Diabetes Education and Self Management for Ongoing and Newly Diagnosed program (finding),unspecified
72051000119101,Severe malnutrition due to type 2 diabetes mellitus,type 2
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),type 2
720685006,Seen by diabetes specialist nurse (finding),unspecified
720724003,Has diabetes identity card (finding),unspecified
721000119107,Diabetic stage 4 chronic renal impairment associated with type 2 diabetes mellitus,type 2
721103006,Diabetic retinopathy of eye not detected (situation),unspecified
721283000,Acidosis due to type 1 diabetes mellitus (disorder),type 1
721284006,Acidosis due to type 2 diabetes mellitus (disorder),type 2
72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus,type 1
722161008,Diabetic retinal eye exam (procedure),unspecified
723074006,Renal papillary necrosis due to diabetes mellitus (disorder),unspecified
724136006,Diabetic mastopathy,unspecified
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),unspecified
724876003,Lesion of skin co-occurrent and due to diabetes mellitus (disorder),unspecified
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),unspecified
731000119105,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus,type 2
73211009,Diabetes mellitus,unspecified
734920002,Diabetes mellitus education service (qualifier value),unspecified
735199000,History of lower extremity amputation as a complication of diabetes mellitus,unspecified
735200002,Absence of lower limb due to diabetes mellitus (disorder),unspecified
735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis (disorder),unspecified
735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),unspecified
735539005,Metabolic acidosis co-occurrent and due to diabetes mellitus (disorder),unspecified
735985000,Diabetes self management plan (record artifact),unspecified
736284000,Diabetes clinical management plan,unspecified
73780004,Poisoning by insulin AND/OR antidiabetic agent,unspecified
739663003,Diabetes Treatment Satisfaction Questionnaire status version,unspecified
739664009,DTSQc - Diabetes Treatment Satisfaction Questionnaire change version,unspecified
739681000,Diabetic oculopathy due to type I diabetes mellitus,type 1
741000119101,Chronic kidney disease stage 2 associated with type 2 diabetes mellitus,type 2
74627003,Diabetic complication,unspecified
750721000000102,Excepted from diabetes quality indicators: service unavailable (finding),unspecified
750731000000100,Excepted from diabetes quality indicators: Service unavailable ,unspecified
751000119104,Chronic kidney disease stage 1 associated with type 2 diabetes mellitus,type 2
752141000000107,Diabetes monitoring invitation by short message service text messaging (procedure),unspecified
752151000000105,Diabetes monitoring invitation by short message service ,unspecified
754081000000109,Diabetic dietary review (regime/therapy),unspecified
754091000000106,Diabetic dietary review ,unspecified
754101000000103,Type I diabetic dietary review (regime/therapy),type 1
754111000000101,Type 1 diabetic dietary review ,type 1
754121000000107,Type II diabetic dietary review (regime/therapy),type 2
754131000000109,Type 2 diabetic dietary review ,type 2
754141000000100,Diabetic dietary review declined (situation),unspecified
754151000000102,Diabetic dietary review declined ,unspecified
754461000000105,Referral to type I diabetes structured education programme (procedure),type 1
755491000000100,Diabetes structured education programme completed (situation),unspecified
756381000000100,On examination - Left diabetic foot at increased risk (finding),unspecified
756391000000103,On examination - Right diabetic foot at increased risk (finding),unspecified
75682002,Diabetes mellitus due to insulin receptor antibodies,unspecified
758621000000105,Advised about diabetes and driving (situation),unspecified
759411000000107,Pre-conception advice for diabetes mellitus (procedure),unspecified
759421000000101,Pre-conception advice for diabetes mellitus,unspecified
761000119102,Diabetic dyslipidemia associated with type 2 diabetes mellitus,type 2
762489000,Acute complication with diabetes mellitus,unspecified
762731000000107,Diabetic monitoring - injection sites normal (finding),unspecified
762741000000103,Diabetic monitoring - injection sites abnormal (finding),unspecified
762811000000109,Did not attend diabetes foot screening (finding),unspecified
762821000000103,Did not attend diabetes foot screening ,unspecified
763782001,Provision of patient held diabetes record declined,unspecified
763783006,Provision of patient held diabetes record (procedure),unspecified
765147009,Diabetes Treatment Satisfaction Questionnaire status version score (observable entity),unspecified
765148004,Assessment using Diabetes Treatment Satisfaction Questionnaire status version,unspecified
76771000000102,Diabetic peripheral neuropathy screening,unspecified
768281000000103,Anti-diabetic drug therapy observation (observable entity),unspecified
768792007,Cataract of right eye co-occurrent and due to diabetes mellitus,unspecified
768793002,Diabetic cataract of left eye,unspecified
768794008,Bilateral diabetic cataracts,unspecified
768797001,Iritis of right eye co-occurrent and due to diabetes mellitus,unspecified
768798006,Iritis of left eye co-occurrent and due to diabetes mellitus,unspecified
768799003,Iritis of bilateral eyes co-occurrent and due to diabetes mellitus (disorder),unspecified
769181007,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder),unspecified
769182000,Preproliferative diabetic retinopathy of left eye,unspecified
769183005,Mild nonproliferative diabetic retinopathy of right eye,unspecified
769185003,Moderate non-proliferative diabetic retinopathy of right eye,unspecified
769186002,Moderate nonproliferative diabetic retinopathy of left eye,unspecified
769187006,Severe nonproliferative diabetic retinopathy of right eye,unspecified
769188001,Severe nonproliferative retinopathy of left eye co-occurrent and due to diabetes mellitus (disorder),unspecified
769190000,Very severe nonproliferative diabetic retinopathy of right eye,unspecified
769191001,Very severe nonproliferative diabetic retinopathy of left eye,unspecified
769217008,Diabetic macular edema of right eye,unspecified
769218003,Macular oedema of left eye co-occurrent and due to diabetes mellitus,unspecified
769219006,Macular edema due to type 1 diabetes mellitus,type 1
769220000,Macular edema co-occurrent and due to type 2 diabetes mellitus,type 2
769221001,Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder),unspecified
769222008,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,unspecified
769244003,Diabetic maculopathy of right eye,unspecified
769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),unspecified
770094004,Cervical radiculoplexus neuropathy co-occurrent and due to diabetes mellitus (disorder),unspecified
770095003,Cranial nerve palsy due to diabetes mellitus,unspecified
770096002,Erectile dysfunction co-occurrent and due to diabetes mellitus (disorder),unspecified
770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder),unspecified
770098001,Cranial nerve palsy with type 1 diabetes mellitus,type 1
770323005,Retinal edema due to diabetes mellitus,unspecified
770324004,Retinal ischemia due to diabetes mellitus,unspecified
770361008,Vitreous hemorrhage of right eye co-occurrent and due to diabetes mellitus,unspecified
770362001,Vitreous haemorrhage of left eye with diabetes mellitus,unspecified
770581008,Diabetic retinal microaneurysm of right eye,unspecified
770582001,Retinal microaneurysm of left eye co-occurrent and due to diabetes mellitus,unspecified
770599000,Retinal venous beading of right eye co-occurrent and due to diabetes mellitus,unspecified
770600002,Retinal venous beading of left eye with diabetes mellitus,unspecified
770752005,Seen in diabetes preconception counselling clinic,unspecified
770765001,Proliferative diabetic retinopathy of right eye,unspecified
770766000,Proliferative diabetic retinopathy of left eye,unspecified
770789008,Referral to community diabetes antenatal clinic,unspecified
770811007,Referral to hospital diabetes antenatal clinic (procedure),unspecified
771000119108,Chronic renal impairment associated with type II diabetes mellitus,type 2
771521000000101,History of autosomal dominant diabetes mellitus (situation),unspecified
771691000000102,History of diabetes mellitus type 2 (situation),type 2
772031000000104,History of diabetes mellitus type 1 (situation),type 1
772789003,Type II diabetes mellitus risk assessment declined,type 2
772991000000102,No symptomatic diabetic peripheral neuropathy (situation),unspecified
773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),unspecified
773865008,Antidiabetic therapeutic role (role),unspecified
774521000000103,History of diabetic nephropathy (situation),unspecified
774561000000106,Discussion about diabetic ketoacidosis in pregnancy (procedure),unspecified
775841000000109,Diabetic retinopathy detected by national screening programme (disorder),unspecified
776351000000108,Diabetic erectile dysfunction review (regime/therapy),unspecified
776361000000106,Diabetic erectile dysfunction review ,unspecified
776381000000102,Diabetic complaining of erectile dysfunction ,unspecified
776401000000102,Diabetic: does not complain of erectile dysfunction,unspecified
776421000000106,Diabetic erectile dysfunction unresponsive to phosphodiesterase-5 inhibitor ,unspecified
776571000000106,Diabetic assessment of erectile dysfunction (procedure),unspecified
776581000000108,Diabetic assessment of erectile dysfunction ,unspecified
777591000000108,No history of diabetic nephropathy (situation),unspecified
777601000000102,No diabetic autonomic neuropathy (situation),unspecified
781000119106,Diabetic neuropathic arthropathy associated with type 2 diabetes mellitus,type 2
781161000000107,Referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined (situation),unspecified
781171000000100,Referral to diabetes education and self management for ongoing and newly diagnosed structured education programme declined ,unspecified
783231000000106,History of diabetic ketoacidosis (situation),unspecified
783722008,Myopathy and diabetes mellitus (disorder),unspecified
783901000000107,No evidence of diabetic nephropathy (situation),unspecified
783911000000109,No evidence of diabetic nephropathy ,unspecified
78421000000109,Diabetes mellitus with persistent microalbuminuria,unspecified
78431000000106,Diabetes mellitus with persistent proteinuria,unspecified
78441000000102,Type 1 diabetes mellitus with ketoacidosis,type 1
78451000000104,Type II diabetes mellitus,type 2
78461000000101,Type 2 diabetes mellitus with ketoacidosis,type 2
787061000000100,Diabetes care plan declined (situation),unspecified
787071000000107,Diabetes care plan declined ,unspecified
788878000,Cardiomyopathy due to diabetes mellitus (disorder),unspecified
789542009,Neuropathy due to type 1 diabetes mellitus,type 1
789562001,Ulcer of heel due to diabetes mellitus,unspecified
789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder),type 2
789568002,Ulcer of midfoot due to diabetes mellitus (disorder),unspecified
789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus,type 2
789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus,type 2
789571005,Ulcer of heel due to type 1 diabetes mellitus,type 1
789572003,Ulcer of midfoot due to type 1 diabetes mellitus,type 1
789585000,Sensory polyneuropathy due to diabetes mellitus (disorder),unspecified
791000119109,Angina associated with type II diabetes mellitus,type 2
792926007,Armanni-Ebstein kidney due to diabetes mellitus (disorder),unspecified
79367009,Child diabetes diet,unspecified
79554005,Asymmetric diabetic proximal motor neuropathy,unspecified
806961000000103,Self management of diabetes,unspecified
807821000000103,Diabetic medicine,unspecified
809391000000101,Referral to diabetes clinic (procedure),unspecified
81031000000100,Diabetic peripheral neuropathy screening,unspecified
810961000000103,Diabetes self-management plan review (procedure),unspecified
811391000000104,Referral to community diabetes service (procedure),unspecified
811401000000101,Referral to community diabetes service ,unspecified
811981000000102,Diabetes self-management plan agreed (finding),unspecified
811991000000100,Diabetes self-management plan agreed ,unspecified
81531005,NIDDM in obese,type 2
816177009,Nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),unspecified
816178004,Nonproliferative retinopathy of right eye due to diabetes mellitus,unspecified
816961009,Stable treated proliferative retinopathy of right eye due to diabetes mellitus (disorder),unspecified
816962002,Stable treated proliferative retinopathy of left eye due to diabetes mellitus,unspecified
81830002,Diabetic mononeuropathy simplex,unspecified
819301000000105,Diabetes monitoring injection site check declined,unspecified
819331000000104,Diabetes monitoring injection site not checked,unspecified
822995009,Hyperglycaemia due to diabetes mellitus,unspecified
82541000119100,Traction retinal detachment due to type 2 diabetes mellitus,type 2
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus,type 2
82571000119107,Traction retinal detachment due to type 1 diabetes mellitus,type 1
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus,type 1
828031000000104,Paediatric diabetic medicine,unspecified
82841000000107,Type I diabetes mellitus with renal complications,type 1
82851000000105,Type I diabetes mellitus with ophthalmic complications,type 1
82861000000108,Type I diabetes mellitus with neurological complications,type 1
82871000000101,Type I diabetes mellitus with multiple complications,type 1
82881000000104,Unstable type I diabetes mellitus,type 1
828901000000109,Endocrinology and diabetes,unspecified
82891000000102,Type I diabetes mellitus with ulcer,type 1
82901000000101,Type I diabetes mellitus with gangrene,type 1
82911000000104,Type I diabetes mellitus with retinopathy,type 1
82921000000105,Type I diabetes mellitus maturity onset,type 1
82931000000107,Type I diabetes mellitus without complication,type 1
82941000000103,Type I diabetes mellitus with mononeuropathy,type 1
82951000000100,Type I diabetes mellitus with polyneuropathy,type 1
829521000000104,Provision of diabetes clinical summary (procedure),unspecified
82961000000102,Type I diabetes mellitus with nephropathy,type 1
82971000000109,Type I diabetes mellitus with hypoglycaemic coma,type 1
82980005,Anemia of diabetes,unspecified
82981000000106,Type I diabetes mellitus with diabetic cataract,type 1
82991000000108,Type I diabetes mellitus with peripheral angiopathy,type 1
83001000000107,Type I diabetes mellitus with neuropathic arthropathy,type 1
83011000000109,Type 1 diabetes mellitus with persistent proteinuria,type 1
83021000000103,Type 1 diabetes mellitus with persistent microalbuminuria,type 1
83031000000101,Type 1 diabetes mellitus with ketoacidosis,type 1
83041000000105,Type 1 diabetes mellitus with ketoacidotic coma,type 1
83051000000108,Type II diabetes mellitus with renal complications,type 2
83061000000106,Type II diabetes mellitus with ophthalmic complications,type 2
83071000000104,Type II diabetes mellitus with neurological complications,type 2
83081000000102,Type II diabetes mellitus with multiple complications,type 2
83091000000100,Type II diabetes mellitus with ulcer,type 2
83101000000108,Type II diabetes mellitus with gangrene,type 2
831021000000108,Provision of diabetes clinical summary,unspecified
83111000000105,Type II diabetes mellitus with retinopathy,type 2
83131000000102,Type II diabetes mellitus without complication,type 2
83141000000106,Type II diabetes mellitus with mononeuropathy,type 2
83151000000109,Type II diabetes mellitus with polyneuropathy,type 2
83161000000107,Type II diabetes mellitus with nephropathy,type 2
83171000000100,Type II diabetes mellitus with hypoglycaemic coma,type 2
83181000000103,Type II diabetes mellitus with diabetic cataract,type 2
83191000000101,Type II diabetes mellitus with peripheral angiopathy,type 2
83201000000104,Type II diabetes mellitus with arthropathy,type 2
83211000000102,Type II diabetes mellitus with neuropathic arthropathy,type 2
832131000000100,Diabetes self-management plan review,unspecified
83221000000108,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2
83231000000105,Type 2 diabetes mellitus with persistent proteinuria,type 2
83241000000101,Type 2 diabetes mellitus with persistent microalbuminuria,type 2
83251000000103,Type 2 diabetes mellitus with ketoacidosis,type 2
83261000000100,Type 2 diabetes mellitus with ketoacidotic coma,type 2
83681000000107,Hypoglycaemic state in diabetes,unspecified
837801000000103,Provision of written information about diabetes,unspecified
838221000000109,Diabetes quality of life questionnaire (assessment scale),unspecified
838231000000106,Assessment using diabetes quality of life questionnaire,unspecified
838731000000104,Referral to community diabetes specialist nurse declined (situation),unspecified
838741000000108,Referral to community diabetic specialist nurse declined ,unspecified
839811000000106,Diabetic retinopathy screening declined,unspecified
84041000000107,Type II diabetes mellitus - poor control,type 2
841221000000102,Referral to community diabetes clinic (procedure),unspecified
841231000000100,Referral to community diabetes specialist clinic ,unspecified
84361000119102,Insulin reactive hypoglycemia in type 2 diabetes mellitus,type 2
84371000119108,Hypoglycemia due to type 1 diabetes mellitus,type 1
843801000000106,Assessment of diabetic ulcer of lower limb,unspecified
843811000000108,Assessment of diabetic ulcer of lower leg,unspecified
846661000000104,Education about diabetic neuropathy (procedure),unspecified
846691000000105,Education about diabetic nephropathy (procedure),unspecified
846721000000101,Education about diabetic retinopathy (procedure),unspecified
851501000000106,Diabetes clinical pathway (regime/therapy),unspecified
851511000000108,Diabetes clinical pathway ,unspecified
851991000000108,Diabetes quality of life questionnaire score,unspecified
855051000000102,Proteinuric diabetic nephropathy,unspecified
856321000000104,O/E - Left diabetic foot at increased risk,unspecified
856331000000102,O/E - Right diabetic foot at increased risk,unspecified
857921000000103,Provision of written information about diabetes and driving (procedure),unspecified
857931000000101,Provision of written information about diabetes and driving ,unspecified
86001000000101,O/E - right eye diabetic maculopathy,unspecified
860706000,No retinopathy of left eye due to diabetes mellitus,unspecified
860707009,No retinopathy of right eye due to diabetes mellitus,unspecified
860709007,No maculopathy of left eye due to diabetes mellitus,unspecified
860710002,No diabetic maculopathy of right eye,unspecified
860711003,No disorder of macula of both eyes due to diabetes mellitus,unspecified
860712005,Disorder of macula of bilateral eyes due to diabetes mellitus present (situation),unspecified
860721006,Disorder of macula of bilateral eyes due to diabetes mellitus (disorder),unspecified
860798008,Glaucoma due to diabetes mellitus,unspecified
860883001,Generalised diabetic autonomic neuropathy,unspecified
860977000,Ulcer of right foot due to diabetes mellitus (disorder),unspecified
860978005,Ulcer of left foot due to diabetes mellitus (disorder),unspecified
860979002,Chronic ulcer of right foot due to diabetes mellitus,unspecified
860980004,Chronic ulcer of left foot due to diabetes mellitus (disorder),unspecified
860981000000106,Referral to dose adjustment for normal eating diabetes structured education programme declined (situation),unspecified
860991000000108,Referral to dose adjustment for normal eating diabetes structured education programme declined ,unspecified
861491000000107,Diabetic foot screening invitation (procedure),unspecified
861501000000101,Diabetic foot screening invitation ,unspecified
861531000000107,Diabetic foot screening invitation first letter (procedure),unspecified
861541000000103,Diabetic foot screening invitation first letter ,unspecified
861551000000100,Diabetic foot screening invitation second letter (procedure),unspecified
861561000000102,Diabetic foot screening second letter ,unspecified
862481000000103,Diabetic foot screening invitation third letter (procedure),unspecified
862491000000101,Diabetic foot screening invitation third letter ,unspecified
863879002,At low risk of ulcer of right foot due to diabetes mellitus,unspecified
863880004,At low risk of ulcer of left foot due to diabetes mellitus (finding),unspecified
863881000,At moderate risk of ulcer of left foot due to diabetes mellitus,unspecified
863882007,At risk of ulcer of left foot due to diabetes mellitus,unspecified
863883002,At risk of ulcer of right foot due to diabetes mellitus (finding),unspecified
863884008,At high risk of ulcer of right foot due to diabetes mellitus (finding),unspecified
863885009,At moderate risk of ulcer of right foot due to diabetes mellitus,unspecified
863886005,At high risk of ulcer of left foot due to diabetes mellitus (finding),unspecified
86561000000106,Health education - diabetes,unspecified
866003,Diabetic neuropathy,unspecified
866040002,Antidiabetic drug therapy observation (observable entity),unspecified
867891000000101,Erectile dysfunction due to diabetes mellitus (disorder),unspecified
867901000000100,Erectile dysfunction due to diabetes mellitus ,unspecified
86961000000103,Diabetic retinopathy 6 month review,unspecified
87031000000109,Diabetic retinopathy screening not indicated,unspecified
870420005,Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus (disorder),unspecified
870421009,Cystoid macular edema due to diabetes mellitus (disorder),unspecified
870422002,Assessment of self management of diabetes mellitus (procedure),unspecified
870528001,Newly diagnosed type 1 diabetes mellitus (finding),type 1
870529009,Persistent macular oedema due to diabetes mellitus,unspecified
870681000000109,In-house diabetic foot screening (procedure),unspecified
870691000000106,In-house diabetes foot screening ,unspecified
870701000000106,In-house diabetic foot screening first appointment (procedure),unspecified
870711000000108,In-house diabetic foot screening first appointment ,unspecified
870741000000109,In-house diabetic foot screening follow-up appointment (procedure),unspecified
870751000000107,In-house diabetic foot screening follow-up appointment ,unspecified
870761000000105,Discharge from in-house diabetic foot screening (procedure),unspecified
87151000000101,Seen in diabetic foot clinic,unspecified
871778008,Centrally involved macular edema due to diabetes mellitus (disorder),unspecified
871781003,Non centrally involved macular oedema due to diabetes mellitus,unspecified
87221000000102,Under care of diabetologist,unspecified
8731000000106,Diabetes administration: [monitoring] or [clinic],unspecified
87351000000104,Excepted from diabetes quality indicators: Informed dissent,unspecified
8741000000102,Diabetes monitoring admin.NOS,unspecified
87441000119104,Ankle ulcer due to type 2 diabetes mellitus (disorder),type 2
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,type 2
87461000119100,Forefoot ulcer due to type 2 diabetes mellitus,type 2
87471000119106,Ankle ulcer due to type 1 diabetes mellitus (disorder),type 1
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus,type 1
874908001,No evidence of diabetic nephropathy,unspecified
87491000119107,Forefoot ulcer due to type 1 diabetes mellitus,type 1
876171000000100,Discharge from in-house diabetic foot screening,unspecified
876381000000100,Conversion to insulin by diabetes specialist nurse (regime/therapy),unspecified
876391000000103,Conversion to insulin by diabetes specialist nurse ,unspecified
878859007,Self management of diabetes,unspecified
87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus,type 2
879782007,Telehealth monitoring for diabetes mellitus (regime/therapy),unspecified
884071000000100,Education about diabetes and driving (procedure),unspecified
884081000000103,Education about diabetes and driving ,unspecified
885931000000100,Diabetes structured education programme not available (situation),unspecified
885941000000109,Diabetes structured education programme not available ,unspecified
887861000000105,Diabetes Year of Care annual review (regime/therapy),unspecified
887871000000103,Diabetes Year of Care annual review ,unspecified
888171000000108,Diabetes mellitus in remission (disorder),unspecified
888181000000105,Diabetes mellitus in remission ,unspecified
888191000000107,Type I diabetes mellitus in remission (disorder),type 1
888201000000109,Type I diabetes mellitus in remission ,type 1
888211000000106,Type II diabetes mellitus in remission (disorder),type 2
888221000000100,Type II diabetes mellitus in remission ,type 2
890171006,Ketosis-prone diabetes mellitus,unspecified
890821000000102,Diabetic monitoring,unspecified
893321000000104,Diabetic education service,unspecified
893631000000106,Paediatric diabetic medicine service,unspecified
897238003,Diabetes management using closed-loop delivery system,unspecified
89841000000103,Exception reporting: diabetes quality indicators,unspecified
89971000000101,Excepted from diabetes quality indicators: Patient unsuitable,unspecified
89981000000104,Excepted from diabetes quality indicators: Informed dissent,unspecified
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder),type 1
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,type 1
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,type 1
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,type 1
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),type 1
90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),type 1
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder),type 2
90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),type 2
909401000000106,Diabetes Distress Scale 2 item (assessment scale),unspecified
909411000000108,Diabetes Distress Scale 2 item ,unspecified
909421000000102,Diabetes Distress Scale 2 item score,unspecified
909431000000100,Assessment using DDS2 (Diabetes Distress Scale 2),unspecified
909441000000109,Diabetes Distress Scale 17 item (assessment scale),unspecified
